source,job_id,job_title,company,location,posted_date,url,salary_min_raw,salary_max_raw,parsed_title,seniority,min_years_exp,employment_type,remote_status,salary_min_annual,salary_max_annual,hard_skills,soft_skills,education,job_category
LinkedIn,4387181092.0,DevOps Engineer,Bayside Solutions,"San Diego, CA",18-03-26,https://www.linkedin.com/jobs/view/4387181092,,,DevOps / Cloud Infrastructure Engineer,mid,,contract,hybrid,114400.0,135200.0,"cloud infrastructure, cloud migration, AWS, DevOps, high availability, cloud-native, Infrastructure as Code (IaC), Terraform, AWS CloudFormation, Pulumi, CI/CD, Spinnaker, GitLab CI, GitHub Actions, ArgoCD, deployment automation, release management, automation, scripting, containerization, Docker, Kubernetes, Helm, monitoring, logging, alerting, Prometheus, Grafana, Datadog, Splunk, observability, performance tuning, incident management, DevSecOps, secrets management, Vault, AWS Secrets Manager, compliance, security, on-call support, runbooks, Python, Bash, Go, disaster recovery, production support, payment systems, e-commerce, tokenization, PCI-DSS, SOC 2, GDPR","collaboration, documentation, communication",unknown,devops
LinkedIn,4304454186.0,DevOps Engineer,DataAnnotation,"Georgia, United States",02-04-26,https://www.linkedin.com/jobs/view/4304454186,,,DevOps Engineer,unknown,,contract,remote,104000.0,156000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, communication, attention to detail, autonomy",bachelor,software-eng
LinkedIn,4385601223.0,Senior DevOps Engineer,Fractal,"Rhode Island, United States",16-03-26,https://www.linkedin.com/jobs/view/4385601223,,,Senior DevOps Engineer,senior,,full-time,unknown,120000.0,140000.0,"AWS, data pipelines, Amazon S3, AWS Lambda, AWS Step Functions, AWS Glue, PySpark, Amazon Athena, UDeploy, scripting, automation, Python, Bash, PowerShell, CI/CD, GitHub Actions, Git, quality gates, testing, linting, security scanning, Docker, Docker Compose, Kubernetes, Infrastructure as Code (IaC), Terraform, security, IAM, AWS KMS, secrets management, observability, cost management, Amazon CloudWatch, monitoring, alerting, AWS CDK, data engineering, batch processing, orchestration",problem-solving,unknown,devops
LinkedIn,4304440907.0,DevOps Engineer,DataAnnotation,"Hawaii, United States",02-04-26,https://www.linkedin.com/jobs/view/4304440907,,,DevOps Engineer,unknown,,contract,remote,104000.0,156000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, algorithms, data structures, debugging","problem-solving, communication, attention to detail, autonomy",bachelor,software-eng
LinkedIn,4389777710.0,Dev Ops Engineer - Mid,TekSynap,"Clarksburg, WV",24-03-26,https://www.linkedin.com/jobs/view/4389777710,,,Dev Ops Engineer,mid,,full-time,onsite,,,"CI/CD, Jenkins, GitLab CI/CD, GitHub Actions, Azure DevOps, Infrastructure as Code, Terraform, Ansible, Chef, Puppet, Docker, Kubernetes, ECS, Prometheus, Grafana, Datadog, Splunk, Logging, Alerting, Incident response, Automated testing, Code quality scans, Security checks, AWS, Azure, GCP, Cloud infrastructure management, Scripting, Bash, Python, PowerShell, Hybrid cloud architectures, Configuration management, Cybersecurity, Identity management, Encryption, System hardening, Agile, CloudFormation, EKS, ELK stack, Networking fundamentals, DNS, Load balancing, Firewall configuration","Collaboration, Troubleshooting, Problem-solving, Attention to detail",bachelor,devops
LinkedIn,4361051832.0,DevOps Engineer (M/F/D)*,TGW Logistics,"Grand Rapids, MI",11-04-26,https://www.linkedin.com/jobs/view/4361051832,,,DevOps Engineer,mid,3.0,full-time,onsite,,,"Infrastructure solutions, Platform solutions, Automation, CI/CD, OpenShift, RabbitMQ, Oracle, Ansible, Terraform, Infrastructure as Code, Git, Python, Azure DevOps, Release management, Hybrid infrastructures, SDLC","Self-service mindset, Knowledge transfer, Continuous improvement, Analytical thinking, Attention to detail, Collaboration",bachelor,devops
LinkedIn,4390717349.0,DevOps Engineer,TalentBridge,"Atlanta, GA",26-03-26,https://www.linkedin.com/jobs/view/4390717349,,,DevOps Engineer,mid,4.0,full-time,onsite,,,"DevSecOps, Backend APIs, Blockchain, Mobile delivery pipelines, Web delivery pipelines, Data pipelines, SDLC, AWS, EC2, RDS, PostgreSQL, ECS, EKS, Lambda, CloudWatch, SNS, SES, S3, VPC, IAM, ALB, High availability, Fault tolerance, Cost optimization, CI/CD, NestJS, Next.js, .NET/C#, Angular, Flutter, Blue-green deployments, Canary deployments, Rollback strategies, Infrastructure as Code, Terraform, AWS CDK, Secrets management, AWS Secrets Manager, SAST, DAST, Dependency scanning, Snyk, Dependabot, Container image scanning, Firebase, Threat modelling, Penetration testing, Network security, WAF, Security Groups, NACLs, VPN, TLS, GDPR compliance, Audit logging, Incident response, Observability, Datadog, APM, Log pipelines, Alerting, SLOs/SLAs, Sentry, GitHub Actions, TypeScript, Dart, OWASP Top 10, CVE triage, PKI, Docker, Container orchestration, ECS Fargate, Kubernetes, Linux administration, Bash, Python, Log aggregation",Ownership,unknown,devops
LinkedIn,4401045975.0,"DevOps Engineer - 4 (AWS, Git, Kubernetes)","Akina, Inc","Annapolis Junction, MD",13-04-26,https://www.linkedin.com/jobs/view/4401045975,,,DevOps Engineer,senior,10.0,full-time,onsite,210000.0,250000.0,"Microservices, Infrastructure as Code, Scripting, Python, Ansible, Terraform, RHEL, System hardening, Compliance, Performance tuning, Kubernetes, Docker Compose, Nifi, Cloud native logging, Metrics collection, CI/CD, GitLab runners, Argo CD, AWS, EC2, Lambdas, S3, SNS, SQS, Event Router, Athena, Step Functions, Auto scaling, AWS networking, VPCs, NATs, IP Gateway, Git, EKS, ECS, Fargate","Communication, Collaboration",bachelor,devops
LinkedIn,4399860454.0,Senior DevOps Engineer,Growth Signals,"Boston, MA",09-04-26,https://www.linkedin.com/jobs/view/4399860454,,,Senior DevOps Engineer,senior,5.0,full-time,remote,,,"CI/CD, Platform automation, Cloud platforms, AWS, GCP, Azure, Automation, Monitoring, Security, Developer experience tooling, Build pipelines, Test pipelines, Release pipelines, Deployment workflows, Software delivery lifecycle, Secrets management, Access controls, Secure automation, Observability, Logging, Alerting, Performance monitoring, Cloud architecture, SaaS architectures","Customer obsession, Problem-solving, Radical transparency, Adaptability, Ownership",unknown,devops
LinkedIn,4397952105.0,DevOps Engineer,Eliassen Group,"Durham, NC",06-04-26,https://www.linkedin.com/jobs/view/4397952105,,,DevOps Engineer,mid,,contract,hybrid,124800.0,135200.0,"Web applications, AWS, Infrastructure upgrades, Reverse proxy services, Observability, CI/CD, Java, Spring Boot, Apache, Envoy, Docker, Terraform, EKS, AWS security, Cloud infrastructure, Monitoring, Operational support, Infrastructure as Code, Linux, Tomcat, Containerization, Jenkins, uDeploy, Logging, Metrics, Alerting, Traffic routing","Collaboration, Technical ownership, Problem-solving, Continuous improvement",unknown,devops
LinkedIn,4304440992.0,DevOps Engineer,DataAnnotation,"Maine, United States",04-04-26,https://www.linkedin.com/jobs/view/4304440992,,,DevOps Engineer,unknown,,contract,remote,104000.0,156000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, Algorithms, Data structures, Debugging, AI model training","Problem-solving, Attention to detail",bachelor,other
LinkedIn,4398599802.0,DevOps Engineer,Pentangle Tech Services | P5 Group,"Santa Clara, CA",07-04-26,https://www.linkedin.com/jobs/view/4398599802,,,Senior DevOps Engineer / Platform Engineer,senior,,full-time,onsite,,,"Infrastructure, Deployment, CI/CD, Kubernetes, Managed database services, Observability, Secrets management, Infrastructure as Code, Workflow orchestration, Temporal, Nautobot, Argo, GitOps, Debugging, Helm, Distributed systems, AWS, RDS, PostgreSQL, MongoDB",Collaboration,unknown,devops
LinkedIn,4371236456.0,DevOps Engineer III,"Tyndale Company, Inc.","Doylestown, PA",26-03-26,https://www.linkedin.com/jobs/view/4371236456,,,DevOps Engineer III,senior,8.0,full-time,hybrid,,,"Automation, CI/CD, Software architecture, Infrastructure monitoring, Application performance monitoring, Jira, Confluence, Roadmap planning, Deployment strategies, Scripting, PowerShell, Bash, Python, Perl, Version control, Git, Subversion, TFS, Configuration management, Jenkins, Terraform, Octopus Deploy, Bamboo, Azure DevOps, Infrastructure as Code, CloudFormation, AWS, EC2, S3, EBS, VPC, Route 53, Elastic IPs, Ansible, Chef, Puppet, Integration","Leadership, Mentoring, Operational excellence, Collaboration, Autonomy, Problem-solving",bachelor,devops
LinkedIn,4304454212.0,DevOps Engineer,DataAnnotation,"Mississippi, United States",03-04-26,https://www.linkedin.com/jobs/view/4304454212,,,DevOps Engineer,unknown,,contract,remote,104000.0,156000.0,"Python, JavaScript, C#, C++, HTML, SQL, Swift, Algorithms, Data structures, Debugging, AI model training","Problem-solving, Attention to detail",bachelor,other
LinkedIn,4389946743.0,DevOps Engineer,Zoom,"San Jose, CA",25-03-26,https://www.linkedin.com/jobs/view/4389946743,,,DevOps Engineer,unknown,,full-time,onsite,98900.0,228700.0,"VoIP infrastructure, Kubernetes, CI/CD, Jenkins, GitLab CI, Infrastructure as Code (IaC), Terraform, Ansible, Troubleshooting, SBC, FreeSWITCH, Monitoring, Alerting systems, Fault analysis, DevOps, Cloud-native solutions, AWS, EC2, VPC, EKS, S3, IAM, CloudWatch, Cloud infrastructure design, Containerization, Docker, Linux systems administration, Network configuration, OCI, GCP, Networking, SIP, RTP, NAT traversal, Load balancing, Security, Firewalls, Encryption, Observability, Prometheus, Grafana, ELK, Datadog","collaboration, problem-solving",bachelor,devops
LinkedIn,4397607915.0,DevOps Engineer,Brooksource,"Pipersville, PA",09-04-26,https://www.linkedin.com/jobs/view/4397607915,,,DevOps Engineer,senior,12.0,contract,hybrid,124800.0,156000.0,"Scripting, PowerShell, BASH, Python, Perl, Version control, Subversion, Git, TFS, Software configuration management, CI/CD, Jenkins, Terraform, Octopus Deploy, Bamboo, Azure DevOps, Pipeline design, Infrastructure as Code (IaC), CloudFormation, AWS, EBS, S3, EC2, Route 53, VPC, Cloud infrastructure management, Automation, Ansible, Chef, Puppet, Test environment management, Jira, Confluence, Integration pipelines, Production validation testing, Redis, Containerization, Docker, Kubernetes, VMware, Virtualization, Networking, TCP/IP, DNS, DHCP, Software architecture, Monitoring, Troubleshooting","leadership, collaboration, adaptability, quick learning, autonomy, problem-solving",bachelor,devops
LinkedIn,4399650500.0,Senior DevOps Engineer,BayOne Solutions,"Palo Alto, CA",13-04-26,https://www.linkedin.com/jobs/view/4399650500,,,Senior DevOps Engineer,senior,3.0,contract,hybrid,166400.0,176800.0,"Incident response, Cloud infrastructure management, AWS, S3, Aurora, PostgreSQL, IAM, Route 53, WAF, Cloudfront, Infrastructure as Code (IaC), Terraform, CI/CD, GitHub Actions, Kubernetes, Monitoring, Sentry, Prometheus, Grafana, Automation, Security best practices, Compliance, Documentation, Runbooks, Docker, IaaS, PaaS, Cloud networking, Logging, ELK stack, Incident management, On-call rotations, Service mesh, Istio, DevSecOps","communication, collaboration, knowledge sharing",unknown,devops
LinkedIn,4350854239.0,Senior DevOps Engineer I,Rocket Lab,"Chantilly, VA",25-03-26,https://www.linkedin.com/jobs/view/4350854239,,,Senior DevOps Engineer I,senior,,unknown,onsite,,,"CI/CD, Application deployment, AWS, Electro-Optical (EO/IR) technology",,unknown,devops
LinkedIn,4399424635.0,Senior DevOps Engineer,SCALIS,United States,08-04-26,https://www.linkedin.com/jobs/view/4399424635,,,Senior DevOps Engineer,senior,4.0,unknown,remote,,,"Microservices architecture, Real-time data pipelines, GitOps, CI/CD, GitHub Actions, Kubernetes, EKS, Kustomize, Helm, ArgoCD, Automated rollback, Change Data Capture (CDC), PostgreSQL, AWS RDS, Schema migration, Connection pooling, Query performance monitoring, Backup and restore procedures, Kafka, Event streaming, Observability, Datadog, Dashboards, Alerting, SLOs, Platform security, AWS IAM, Secrets management, TLS certificates, Network policies, Docker Compose, Build caches, Capacity planning, Cost optimization, ECR, S3",ownership,unknown,devops
LinkedIn,4384103560.0,DevOps Engineer - $20K Sign-On Bonus - 27404,Enlighten,"Augusta, GA",01-04-26,https://www.linkedin.com/jobs/view/4384103560,,,DevOps Engineer,senior,,unknown,onsite,119574.0,185000.0,"Linux systems administration, Big data, Configuration management, Automation, Scripting, Containers, AWS, Cloud infrastructure, Deployment automation, Kubernetes, Application integration, Monitoring, Troubleshooting",collaboration,unknown,devops
LinkedIn,4393959435.0,DevOps Engineer II   AWS,HCSS,"Sugar Land, TX",31-03-26,https://www.linkedin.com/jobs/view/4393959435,,,DevOps Engineer II - AWS,mid,2.0,unknown,remote,,,"AWS, EC2, VPC, IAM, S3, RDS, Lambda, CloudWatch, CloudTrail, AWS X-Ray, DynamoDB, Aurora, AWS CodeBuild, Infrastructure as Code (IaC), Terraform, CI/CD, Azure DevOps, YAML, GitHub Actions, Scripting, Python, Bash, PowerShell, Monitoring, Observability, Grafana, Prometheus, Logging pipelines, Automation","critical thinking, troubleshooting, analytical skills, communication, collaboration, autonomy, time management, proactive mindset, continuous improvement",unknown,devops
LinkedIn,4401329655.0,DevOps Engineer,TECHEAD,"Norfolk, VA",13-04-26,https://www.linkedin.com/jobs/view/4401329655,,,DevOps Engineer,senior,10.0,unknown,onsite,,,"CI/CD, Jenkins, JIRA, Nexus Repository Manager, Subversion, Automation, Containerization, System Administration, Red Hat Enterprise Linux (RHEL), Cybersecurity, Vulnerability scanning, ACAS, Risk Management Framework (RMF), Scripting, Python, Bash, PowerShell, Ansible, Automated testing, Security validation, SDLC, Virtualization, VMware, Hyper-V, vSphere/vCenter, Technical Documentation, DevSecOps, Troubleshooting, System recovery, Interface management",collaboration,bachelor,devops
LinkedIn,4384729624.0,DevOps Engineer II,InComm Payments,"Utah, United States",08-04-26,https://www.linkedin.com/jobs/view/4384729624,,,DevOps Engineer II,mid,,full-time,remote,,,"CI/CD, Automation, Groovy, YAML, Bash, PowerShell, Python, Jenkins, GitHub Actions, Azure DevOps, Configuration Management, SonarQube, Artifactory, GitHub, Selenium, Postman, Linux system administration, Windows system administration, Container orchestration, Kubernetes, Docker, Microservices architecture, Cloud-native deployments, Ansible, Terraform, Microsoft Azure, Version control, Build management, Unit testing, Issue tracking software, On-call rotation","collaboration, prioritization, problem-solving",bachelor,devops
LinkedIn,4325057399.0,SRE / DevOps Engineer,Kraken,United States,29-03-26,https://www.linkedin.com/jobs/view/4325057399,,,SRE / DevOps Engineer,mid,3.0,unknown,remote,,,"Infrastructure support, Cloud platforms, Rust, Git, Docker, Terraform, Continuous Integration (CI), Monitoring, Alerting, Prometheus, Grafana, Scripting, Bash, Python, Linux administration, Network debugging, Operating system debugging, Security","autonomy, collaboration, initiative, adaptability, problem-solving, critical thinking",unknown,devops
LinkedIn,4387257229.0,"DevOps Engineer, Level 4",Snap Inc.,"Los Angeles, CA",08-04-26,https://www.linkedin.com/jobs/view/4387257229,,,DevOps Engineer,senior,,full-time,onsite,,,"shell, Python, Git, LFS, Gerrit, CI/CD, Jenkins, Github, TeamCity, Docker, build systems, automation, AI, LLM, operating systems","collaboration, communication, customer service",unknown,devops
LinkedIn,4386489123.0,DevOps Engineer,Cimarron Inc.,"Houston, TX",17-03-26,https://www.linkedin.com/jobs/view/4386489123,,,DevOps Engineer,senior,5.0,full-time,onsite,,,"cloud infrastructure, DevOps, automation, Linux, Agile, Scrum, Terraform, AWS, GCP, Kubernetes, Docker, Bash, Git, Python, pipeline automation, JIRA, Model Based Systems Engineering (MBSE), JAMA, Confluence, UART, SPI, I2C, USB, RS-232/422/485, Ethernet, UDP, TCP, DO-178C, UML",collaboration,bachelor,devops
LinkedIn,4397503071.0,DevOps Engineer II,RevSpring,"Nashville, TN",09-04-26,https://www.linkedin.com/jobs/view/4397503071,,,DevOps Engineer,mid,,full-time,onsite,,,"cloud infrastructure, automation, AWS, GCP, CI/CD, GitHub Actions, Jenkins, CircleCI, Infrastructure as Code (IaC), Terraform, Pulumi, CloudFormation, Python, EC2, ECS, IAM, S3, Fargate, Lambda, VPC, GCE, GKE, GCS, Cloud Run, Cloud Functions, Docker, Linux, Shell/Bash, Git, Datadog, SRE, monitoring, alerting, logging, SOC 2, HITRUST, code review, Agile, Scrum","collaboration, autonomy, ownership, problem-solving, adaptability, creative thinking",unknown,devops
LinkedIn,4399649004.0,DevOps Engineer,AARATECH,Washington DC-Baltimore Area,13-04-26,https://www.linkedin.com/jobs/view/4399649004,,,AWS Cloud Security Engineer,junior,2.0,full-time,onsite,,,"AWS, cloud security, risk assessments, identity and access management (IAM), security audits, logging, monitoring, CloudTrail, CloudWatch, networking, GuardDuty, Security Hub, WAF, Shield, ISO 27001, SOC 2, HIPAA, Terraform, CloudFormation, DevSecOps",collaboration,bachelor,security
LinkedIn,4383205324.0,DevOps Engineer,Qualcomm,"Austin, TX",02-04-26,https://www.linkedin.com/jobs/view/4383205324,,,DevOps Engineer,senior,7.0,full-time,onsite,,,"CI/CD, Jenkins, GitHub CI, shell scripting, Python, Linux, Docker, Git, NFS, database administration, data visualization, LSF, SGE, debugging, performance tuning, automation","problem-solving, communication, collaboration",bachelor,devops
LinkedIn,4398149405.0,Senior DevOps Engineer,Prestige Staffing,Greater St. Louis,10-04-26,https://www.linkedin.com/jobs/view/4398149405,,,Senior DevOps Engineer,senior,5.0,full-time,onsite,,,"Kubernetes, GCP, Linux, PostgreSQL, Redis, Terraform, Helm, CI/CD, GitHub Actions, ArgoCD, secret management, GCP Secret Manager, Hardware Security Modules (HSMs), GCP Armor, log management, GCP Cloud Logging, Datadog, system design, blockchain","communication, collaboration",bachelor,devops
LinkedIn,4391122427.0,DevOps Engineer,Heads Up Technologies,"Kirkland, WA",26-03-26,https://www.linkedin.com/jobs/view/4391122427,,,DevOps Engineer,mid,,full-time,onsite,115000.0,145000.0,"automation, CI/CD, embedded systems, FPGA, package management, artifact repository, Infrastructure-as-Code (IaC), build pipelines, Windows, Visual Studio, Linux, GNU, Xilinx, automated testing, hardware-in-the-loop (HIL) testing, system health monitoring, logging, metrics, embedded Linux","strategic planning, mentorship, collaboration",unknown,devops
LinkedIn,4398017693.0,System/DevOps Engineer,Largeton Group,"Philadelphia, PA",06-04-26,https://www.linkedin.com/jobs/view/4398017693,,,System/DevOps Engineer,mid,3.0,full-time,onsite,,,"AWS, EC2, S3, Lambda, API integration, Jenkins, Apache, Nginx, Docker, Kubernetes, ECS, system analysis, performance tuning, capacity planning, Bash, Python, Terraform, CloudFormation, Ansible, Puppet, CI/CD, Splunk, New Relic, CloudWatch, Git, Bitbucket, load balancing, firewall rules, MySQL/MariaDB, PostgreSQL, MongoDB, database administration, Agile, Jira, ServiceNow, Redmine","collaboration, troubleshooting",bachelor,devops
LinkedIn,4387967277.0,DevOps Engineer,ValueMomentum,"Erie, PA",20-03-26,https://www.linkedin.com/jobs/view/4387967277,,,DevOps Engineer,mid,3.0,full-time,onsite,,,"CI/CD, release management, trunk-based development, blue/green deployment, canary releases, feature flags, Infrastructure as Code (IaC), Terraform, Bicep, CloudFormation, Pulumi, policy-as-code, OPA/Conftest, Sentinel, AWS, Azure, GCP, Kubernetes, EKS, AKS, GKE, Helm, Kustomize, Docker, monitoring, logging, tracing, Prometheus, Grafana, CloudWatch, Azure Monitor, ELK/EFK, OpenTelemetry, SLOs/SLIs, DevSecOps, SAST, DAST, SCA, secret management, Vault, Secrets Manager, KMS, CIS/NIST, IAM, container scanning, automation, Python, Bash, PowerShell, Go, Git, code review, REST APIs, CLI","collaboration, mentorship, problem-solving",unknown,devops
LinkedIn,4400930707.0,Cloud Operations Engineer,Octaura,"New York, United States",11-04-26,https://www.linkedin.com/jobs/view/4400930707,,,Cloud Operations Engineer,mid,,full-time,hybrid,,,"automation, release management, monitoring, security, Enterprise Architecture, system design, Agile, DevOps, third-party integrations, testing","communication, collaboration, problem-solving, process improvement",unknown,devops
LinkedIn,4400536516.0,Cloud Engineer,BCforward,"Seattle, WA",10-04-26,https://www.linkedin.com/jobs/view/4400536516,,,Infrastructure Cloud Engineer - Databricks,senior,10.0,contract,hybrid,,,"Databricks, data engineering, data governance, platform security, PHI/PII protection, data classification, data masking, encryption, data minimization, Delta Lake, Apache Iceberg, cloud platforms, Microsoft Azure, Snowflake, data dashboards, monitoring frameworks, RBAC, access control frameworks, AI, ML, self-service analytics, Python, SQL, Spark, PySpark, Scala, APIs, performance optimization, caching, query tuning",,unknown,data-science
LinkedIn,4400631287.0,GCP Cloud/DevOps Engineer,LightFeather,"Alexandria, VA",10-04-26,https://www.linkedin.com/jobs/view/4400631287,,,GCP Cloud/DevOps Engineer,mid,4.0,full-time,onsite,160000.0,180000.0,"GCP, cloud infrastructure, infrastructure automation, cloud security, networking, CI/CD, IaC, Terraform, Deployment Manager, GitLab CI, Jenkins, Cloud Build, Linux, containerization, Docker, Kubernetes, Agile, Scrum, Compute Engine, Cloud Functions, VPC, IAM, GKE, BigQuery, Ansible, AWS, Azure, Python, Bash, Go","collaboration, knowledge sharing",unknown,devops
LinkedIn,4393507969.0,DevOps Engineer,Telesure Investment Holdings (TIH),"Park City, MT",31-03-26,https://www.linkedin.com/jobs/view/4393507969,,,DevOps Engineer,mid,3.0,unknown,unknown,,,"scalability, automation, reliability, security, application software development, Rancher, Kubernetes, Linux, .NET Development, Angular, React, Node, Agile, Scrum, Kanban, Azure DevOps, root cause analysis, system troubleshooting","problem-solving, supervision",master,devops
LinkedIn,4395059182.0,DevOps Engineer   AWS,Vidorra Consulting Group,"North Andover, MA",07-04-26,https://www.linkedin.com/jobs/view/4395059182,,,DevOps Engineer - AWS,mid,,unknown,unknown,,,"AWS, CI/CD, Infrastructure as Code (IaC), automation, containerization, monitoring tools, Terraform, AWS CloudFormation, configuration management, Docker, Kubernetes, logging, monitoring, alerting, Prometheus, Grafana, CloudWatch, ELK Stack, security best practices, version control, Git, disaster recovery, backup strategies, scalability",collaboration,unknown,devops
LinkedIn,4394778000.0,DevOps Systems Engineer,Cinteot Inc.,"Herndon, VA",07-04-26,https://www.linkedin.com/jobs/view/4394778000,,,DevOps Systems Engineer,mid,5.0,unknown,unknown,,,"DevOps, Unix, Linux, scripting, software development, configuration management, Python, Perl, Korn, Bourne/Bash, Ansible, shell scripting, revision control software, CVS, SVN, Git, GitLab, GitLab CI, deployment automation","collaboration, initiative, innovation, professional growth",unknown,devops
LinkedIn,4374600496.0,Cloud Engineer,LTM,"Tampa, FL",07-04-26,https://www.linkedin.com/jobs/view/4374600496,,,Cloud Engineer,mid,7.0,unknown,hybrid,,,"AWS, CI/CD, observability, EKS, Terraform, CDK, monitoring, Azure, GCP, cloud infrastructure, cloud architecture, automation, workload migration, performance optimization, Infrastructure as Code (IaC), cloud security, IAM, firewall configurations, data models, network design, compute, storage, virtual machines, application migrations, scripting, cost optimization","problem-solving, collaboration, communication",unknown,infrastructure
LinkedIn,4397977371.0,Senior Cloud Engineer,AMD,"San Jose, CA",06-04-26,https://www.linkedin.com/jobs/view/4397977371,,,Senior Cloud Engineer,senior,,unknown,unknown,,,"cloud-native, infrastructure-as-code, automation, Azure, AWS, GCP, virtual machines, PaaS, IaaS, SaaS, security controls, governance processes, compliance validation","teamwork, problem-solving, analytical skills, communication, adaptability, learning, active listening, consensus-building, knowledge sharing, organization, collaboration",unknown,infrastructure
LinkedIn,4401086936.0,Cloud Engineer,NeerInfo Solutions,"Broomfield, CO",13-04-26,https://www.linkedin.com/jobs/view/4401086936,,,AWS Snowflake and DBT Data Engineer,mid,4.0,full-time,unknown,,,"AWS, Snowflake, DBT, SQL, Unix shell scripting, Python, data structures, data engineering, algorithms, collections, multi-threading, memory management, concurrency, cloud data migrations, Spark, SDLC, Agile","learning, teamwork, collaboration, communication, analytical skills",bachelor,data-science
LinkedIn,4400551836.0,Cloud Engineer,"Domino Technologies, Inc.","Mechanicsburg, PA",10-04-26,https://www.linkedin.com/jobs/view/4400551836,,,Cloud Engineer,mid,,full-time,hybrid,,,"Microsoft Azure, AWS, cloud-native, application modernization, workload migration, DevOps, AI, GPT model integration, prompt engineering, semantic search, chatbot capabilities, .NET, .NET Core, containers, Python, APIs, App Service, Service Bus, API Management, Logic Apps, Azure Functions, Azure SQL Managed Instance, Azure SQL Database, Blob Storage, File Storage, Table Storage, Virtual Machines, Virtual Networks, Network Security Groups, VPN Gateway, ExpressRoute, EC2, S3, VPC, Lambda, RDS, Docker, Kubernetes, AWS ECS, Azure AKS, Azure Container Apps, CI/CD, Azure DevOps, GitHub",,unknown,infrastructure
LinkedIn,4387300685.0,Cloud Engineer,hackajob,"Jersey City, NJ",12-04-26,https://www.linkedin.com/jobs/view/4387300685,,,"Vice President, Cloud Engineering",vp,7.0,unknown,unknown,,,"cloud infrastructure, Terraform, Azure Resource Manager, Infrastructure as Code, Python, Java, AKS, serverless functions, web technologies, databases, cloud migration, Azure, AWS, GCP, SDLC, security, IAM, architecture, DevOps, CI/CD, Azure DevOps, GitHub, GitLab, Ansible, compute, networking, DNS, storage, monitoring, logging, containers","collaboration, communication, analytical thinking, troubleshooting, operational excellence",bachelor,infrastructure
LinkedIn,4384493462.0,Senior Cloud Engineer,AMH,"Las Vegas, NV",08-04-26,https://www.linkedin.com/jobs/view/4384493462,,,Senior Cloud Engineer,senior,4.0,full-time,onsite,,,"cloud infrastructure, system design, infrastructure as code (IaC), automation, scripting, cloud deployment, cloud migration, performance monitoring, performance optimization, troubleshooting, network architecture, cloud security, documentation, Azure, AWS, OCI, DevOps, CI/CD","collaboration, mentoring, knowledge sharing, professionalism",bachelor,devops
LinkedIn,4375026065.0,Cloud Engineer / Remote / AWS,Motion Recruitment,"Phoenix, AZ",02-04-26,https://www.linkedin.com/jobs/view/4375026065,,,Cloud Engineer,mid,6.0,full-time,remote,,,"AWS, Kubernetes, Amazon EKS, containerization, microservices, cloud architecture, automation, infrastructure as code (IaC), cloud migration, system modernization, CI/CD, observability, cloud security, Linux, DevOps, Docker, Terraform, Unix Shell Scripts, Git, Python, GCP, Prometheus, Grafana, AlertManager, configuration management, AWS IAM, networking, monitoring","ownership, problem-solving, autonomy, collaboration, influence, documentation, communication",unknown,devops
LinkedIn,4391474664.0,Senior Cloud Engineer,Capgemini,"Dallas, TX",26-03-26,https://www.linkedin.com/jobs/view/4391474664,,,Senior Cloud Engineer,senior,5.0,full-time,onsite,70176.0,170040.0,"cloud automation, infrastructure automation, AWS, configuration management, image engineering, infrastructure as code (IaC), Chef, Linux, system hardening, automation, patching, validation, AWS AMI, Azure, monitoring, security, EDR, vulnerability scanning, Terraform, CI/CD, testing, compliance",collaboration,bachelor,devops
LinkedIn,4399196671.0,Cloud Engineer,Ocho,United States,13-04-26,https://www.linkedin.com/jobs/view/4399196671,,,Cloud Engineer / DevOps Engineer,mid,,full-time,remote,,,"Go, GCP, Terraform, cloud-native, infrastructure as code (IaC), cloud deployment, automation, CI/CD, Google Kubernetes Engine (GKE), Google Compute Engine, GCP IAM, GCP VPC, Google Cloud Storage, cloud infrastructure, networking, security, DevOps, platform engineering, distributed systems, GitLab CI, Jenkins, GitHub Actions, AWS, Azure, SaaS","collaboration, customer-facing skills",unknown,devops
LinkedIn,4390974465.0,"Software Engineer, Google Distributed Cloud Compute/Kubernetes",Google,"Sunnyvale, CA",27-03-26,https://www.linkedin.com/jobs/view/4390974465,,,"Software Engineer, Google Distributed Cloud Compute/Kubernetes",junior,2.0,full-time,onsite,147000.0,211000.0,"Go, Linux, Kubernetes, Kubernetes Operators, distributed systems, cloud platforms, data structures, algorithms, information retrieval, distributed computing, system design, networking, data storage, security, AI, NLP, UI design, mobile development, full-stack development, Google Distributed Cloud, air-gapped environments, cluster management, VMware, bare metal","innovation, problem-solving, adaptability, leadership, initiative",bachelor,software-eng
