hard_skills,job_count,demand_pct
Web sockets,1,0.05
T.30,1,0.05
TV,1,0.05
Webflow,1,0.05
TASKORD,1,0.05
WebViews,1,0.05
TCP,1,0.05
WebView,1,0.05
TCP/IP Stack,1,0.05
WebSDK,1,0.05
WebGI,1,0.05
TDR,1,0.05
WebComponents,1,0.05
WebAPIs,1,0.05
TF-IDF,1,0.05
WebAPI,1,0.05
TPT,1,0.05
Web/Mobile development,1,0.05
Web/App development,1,0.05
TPU hardware,1,0.05
Web-based security,1,0.05
TQM,1,0.05
TRANSEC/COMSEC,1,0.05
Web-based applications,1,0.05
TSX,1,0.05
Web technology stack,1,0.05
Web application integration,1,0.05
Web application architecture,1,0.05
Web and mobile application quality assurance,1,0.05
Web and mobile application development,1,0.05
Weaviate,1,0.05
Telemetry systems,1,0.05
Weather forecasting systems,1,0.05
Telephony,1,0.05
Telephony integrations,1,0.05
Wealth Management Platform,1,0.05
Telephony signaling,1,0.05
Wazuh,1,0.05
Watir,1,0.05
Telephony systems,1,0.05
Temperature control,1,0.05
Temporal,1,0.05
Tenant Management,1,0.05
Tencent Ads,1,0.05
Tencent Cloud architecture,1,0.05
TensorRT-LLM,1,0.05
Teradata,1,0.05
Teradata SQL,1,0.05
Terminal Operating System (TOS),1,0.05
Warehouse Design Methodology,1,0.05
TerraForm,1,0.05
Wafer fabrication,1,0.05
Terraform Cloud,1,0.05
Web & API testing,1,0.05
Web Application Development,1,0.05
Telecommunications engineering,1,0.05
Technical solution design,1,0.05
Technical drawing,1,0.05
Technical drawing interpretation,1,0.05
Technical feasibility,1,0.05
Technical integrations,1,0.05
Technical planning,1,0.05
Technical risk analysis,1,0.05
Web analytics,1,0.05
PCI compliance,1,0.05
Technical solution delivery,1,0.05
Web administration,1,0.05
Web Technologies,1,0.05
Web Application Firewall,1,0.05
Technical specification writing,1,0.05
Technical success metrics,1,0.05
Web Service APIs,1,0.05
Technology Risk Management,1,0.05
Technology consulting,1,0.05
Technology planning,1,0.05
Tekla,1,0.05
Tekton,1,0.05
Web Design,1,0.05
"Telecom Protocols (LTE, 5G)",1,0.05
T.38,1,0.05
Systems programming,1,0.05
Territorial analysis,1,0.05
Supply chain engineering,1,0.05
Workflow/graph engine,1,0.05
Workflow tools,1,0.05
Supply chain forecasting,1,0.05
Workflow optimization,1,0.05
Supply chain management systems,1,0.05
Supply chain optimization,1,0.05
Svelte,1,0.05
Workflow design,1,0.05
Workflow automation,1,0.05
Swift UI,1,0.05
Workday Studio,1,0.05
Switch,1,0.05
Workday Integration,1,0.05
Switches,1,0.05
Workday HCM,1,0.05
Sybase,1,0.05
Synchronization patterns,1,0.05
Synopsys,1,0.05
Synthesis,1,0.05
Workato,1,0.05
Synthetic training environments,1,0.05
SysML,1,0.05
System Administration,1,0.05
Workforce management,1,0.05
Supply Chain Management,1,0.05
Webhooks,1,0.05
Supply Chain,1,0.05
Stress analysis,1,0.05
Stress testing,1,0.05
Xamarin,1,0.05
Structural design,1,0.05
Structured cabling systems,1,0.05
Structures,1,0.05
Strut,1,0.05
XRAY,1,0.05
XR SDKs,1,0.05
XPU clusters,1,0.05
XML/XSLT,1,0.05
XLM,1,0.05
Subnets,1,0.05
XDR,1,0.05
Subtitle generation,1,0.05
SuccessFactors,1,0.05
XCode,1,0.05
XCUITest,1,0.05
Supertest,1,0.05
Workshops,1,0.05
Workload analysis,1,0.05
Supervised Fine-Tuning,1,0.05
Supervisely,1,0.05
Work Instructions,1,0.05
System Center,1,0.05
System Level Test (SLT),1,0.05
System Security,1,0.05
Windows OS,1,0.05
System optimisation,1,0.05
System performance,1,0.05
System performance analysis,1,0.05
System performance monitoring,1,0.05
Windows Hello for Business,1,0.05
System performance optimization,1,0.05
System profiling,1,0.05
Windows Domain,1,0.05
WinTel server administration,1,0.05
WinForm,1,0.05
System software,1,0.05
WinCC,1,0.05
System troubleshooting,1,0.05
System validation,1,0.05
System-level architecture,1,0.05
Systems Engineering & Integration (SE&I),1,0.05
Systems Manager,1,0.05
Whimsical,1,0.05
Systems analysis,1,0.05
Websocket,1,0.05
Webservices,1,0.05
Systems hardening,1,0.05
System operations,1,0.05
Windows Server Management,1,0.05
Windows administration,1,0.05
System configuration,1,0.05
System Security Plans,1,0.05
System Testing,1,0.05
Wireless technology,1,0.05
Wireless systems,1,0.05
Wireless campus fabrics,1,0.05
Wireless,1,0.05
System backup and restore,1,0.05
Wire harness,1,0.05
System building,1,0.05
System components,1,0.05
Wintel,1,0.05
Windows client OS,1,0.05
Windows server configuration,1,0.05
System deployment,1,0.05
Windows server,1,0.05
System development,1,0.05
Windows driver stacks,1,0.05
System hardening,1,0.05
System identification,1,0.05
Windows desktop applications,1,0.05
System integration testing,1,0.05
Windows configuration,1,0.05
Terragrunt,1,0.05
Test & Measurement,1,0.05
STIG,1,0.05
UI Frameworks,1,0.05
VR development,1,0.05
UI Testing,1,0.05
VPS,1,0.05
UI actions,1,0.05
UI component libraries,1,0.05
VPN detection,1,0.05
VPN connectivity,1,0.05
VPCs,1,0.05
VPC security,1,0.05
UI engineering,1,0.05
VPC peering,1,0.05
VPC networking,1,0.05
UI frameworks,1,0.05
UI libraries,1,0.05
UI policies,1,0.05
UI rendering,1,0.05
VPC management,1,0.05
VPC Service Controls,1,0.05
VOIP,1,0.05
VNG Cloud,1,0.05
VNF,1,0.05
VNA,1,0.05
VMware/Proxmox,1,0.05
UI Systems Design,1,0.05
VRAM management,1,0.05
Trunk-based development,1,0.05
VSAM,1,0.05
Trust and safety,1,0.05
Verification strategy,1,0.05
Vercel,1,0.05
Vendor management,1,0.05
Turnaround and Shutdown planning,1,0.05
Type,1,0.05
Vehicle drivetrain,1,0.05
Vector stores,1,0.05
Vector similarity,1,0.05
Typography,1,0.05
UA link,1,0.05
UAF,1,0.05
Vector search,1,0.05
UAS and manned aircraft design,1,0.05
UAS software,1,0.05
Vector Databases,1,0.05
UCaaS,1,0.05
UDM,1,0.05
Vault,1,0.05
UEBA,1,0.05
UEM,1,0.05
VXRail,1,0.05
VSCode,1,0.05
UI/UX principles,1,0.05
VMware Workspace ONE,1,0.05
VMs,1,0.05
UIAutomator,1,0.05
User Story,1,0.05
UX Engineering,1,0.05
User Requirement Specifications (URS),1,0.05
UX Infrastructure,1,0.05
UX Requirements,1,0.05
User Profiling,1,0.05
User Experience Design,1,0.05
User Exits,1,0.05
Use cases,1,0.05
Usability,1,0.05
Upsource,1,0.05
Unstructured text processing,1,0.05
UiPath,1,0.05
UiPath Studio,1,0.05
Underwriting,1,0.05
Unit Test,1,0.05
Unstructured data analysis,1,0.05
Unmanned aircraft systems (UAS),1,0.05
Unmanned Traffic Management,1,0.05
Unix/Linux Shell scripting,1,0.05
Unix programming,1,0.05
Unix Scripting,1,0.05
Unity 3D,1,0.05
User acceptance testing,1,0.05
User access reviews,1,0.05
UX,1,0.05
UML,1,0.05
VMS,1,0.05
VM/Server administration,1,0.05
VLAN,1,0.05
VIP,1,0.05
UKG Data Hub,1,0.05
VHDL,1,0.05
VFX,1,0.05
UKG Pro Workforce Management,1,0.05
VDC,1,0.05
UMG,1,0.05
VAPT,1,0.05
User flow design,1,0.05
V-model,1,0.05
User testing,1,0.05
User story mapping,1,0.05
User stories,1,0.05
User requirements gathering,1,0.05
USB,1,0.05
User profiling,1,0.05
User personas,1,0.05
User journey mapping,1,0.05
User interface design,1,0.05
Verilog,1,0.05
Verilog simulations,1,0.05
Test & Measurement equipment,1,0.05
Test scenario,1,0.05
Test strategies,1,0.05
Test-Driven Development,1,0.05
Test-driven development,1,0.05
TestComplete,1,0.05
TestLink,1,0.05
Vue3,1,0.05
TestNg,1,0.05
Vue JS,1,0.05
TestRigor,1,0.05
Testable code development,1,0.05
Testbench development,1,0.05
Vplan,1,0.05
Voyage and Vessel Optimisation,1,0.05
Testing and commissioning,1,0.05
Testing and debugging,1,0.05
Testing environments,1,0.05
Voltage drop analysis,1,0.05
Voicebot,1,0.05
Testing strategy,1,0.05
Voice Processing,1,0.05
Text & Social Analytics,1,0.05
Texturing,1,0.05
VoIP,1,0.05
Test scripts,1,0.05
Test pyramid,1,0.05
Triton,1,0.05
Test process review,1,0.05
WPF,1,0.05
Test Engineering,1,0.05
Test NG,1,0.05
WP-CLI,1,0.05
WCF,1,0.05
Test automation frameworks,1,0.05
Test case,1,0.05
Test case design,1,0.05
Test case planning,1,0.05
Test case preparation,1,0.05
Test coverage optimization,1,0.05
Test design techniques,1,0.05
WASM,1,0.05
Test development,1,0.05
Test driven development,1,0.05
WAF,1,0.05
Test harnesses,1,0.05
Test methodology,1,0.05
Test plan,1,0.05
Test plan development,1,0.05
Vulnerability remediation,1,0.05
Vulnerability analysis,1,0.05
Vulnerability Assessment,1,0.05
Theory of Constraints,1,0.05
Thermal analysis,1,0.05
Thin client configuration,1,0.05
Third-party SDK integration,1,0.05
Virtual machines,1,0.05
Tracing,1,0.05
Trade management,1,0.05
Trade support,1,0.05
Trading systems,1,0.05
Traefik,1,0.05
Transact SQL,1,0.05
Virtual Servers,1,0.05
Video-On-Demand (VOD),1,0.05
Transceiver design,1,0.05
"Video streaming (HLS, DASH)",1,0.05
Transformer,1,0.05
Video production,1,0.05
Transformer architecture,1,0.05
Video generation,1,0.05
Video encoding/decoding,1,0.05
Transit Gateways,1,0.05
Transport modelling,1,0.05
Video analytics,1,0.05
Video Analytics,1,0.05
Video,1,0.05
Vibration analysis,1,0.05
Trino,1,0.05
Traces,1,0.05
Traceability reporting,1,0.05
Tosca,1,0.05
Ticketing Systems,1,0.05
Thread,1,0.05
Threading,1,0.05
Threat Hunting,1,0.05
Threat defense,1,0.05
Visualization tools,1,0.05
Visual quality control,1,0.05
Threat intelligence,1,0.05
Threat modeling,1,0.05
Three.JS,1,0.05
Three.js,1,0.05
Visual hierarchy,1,0.05
TopSKY-ATC(HE),1,0.05
Visual analytics,1,0.05
Time Series Analysis,1,0.05
Time studies,1,0.05
Time-series engine,1,0.05
Visual Design,1,0.05
Visual Basic,1,0.05
Visual Analytics,1,0.05
Tokenization,1,0.05
Vision-Language Models (VLMs),1,0.05
Tolerance analysis,1,0.05
Streamlit,1,0.05
Streaming tech,1,0.05
Xilinx Vivado,1,0.05
cyber threat research,1,0.05
custom workflows,1,0.05
Semiconductor Facilities Engineering,1,0.05
Semiconductor assembly,1,0.05
cuDNN,1,0.05
cross-platform deployment,1,0.05
Semiconductor packaging reliability,1,0.05
controllers,1,0.05
Sensor data processing,1,0.05
Sensor fusion,1,0.05
control system hardware,1,0.05
contract negotiation,1,0.05
Sensors,1,0.05
content management systems,1,0.05
Server administration,1,0.05
containers,1,0.05
Server architecture,1,0.05
container security,1,0.05
Server management,1,0.05
Server monitoring,1,0.05
Server virtualization,1,0.05
container platforms,1,0.05
Server-sent events,1,0.05
Server-side APIs,1,0.05
cyber infrastructure,1,0.05
Semantic versioning,1,0.05
Security control implementation,1,0.05
Semantic understanding,1,0.05
data center,1,0.05
data catalog,1,0.05
Security detection,1,0.05
data applications,1,0.05
Security equipment maintenance,1,0.05
Security groups,1,0.05
Security hardening,1,0.05
Security modeling,1,0.05
Security monitoring,1,0.05
Security orchestration,1,0.05
Security patching,1,0.05
Security posture,1,0.05
data analytics,1,0.05
Security remediation,1,0.05
Security risk governance,1,0.05
Security scanning,1,0.05
Security software,1,0.05
Security solutions design,1,0.05
"Security systems (CCTV, card access)",1,0.05
Security telemetry,1,0.05
dashboarding,1,0.05
Security tooling,1,0.05
cybersecurity governance,1,0.05
Server-side game development,1,0.05
Server-side rendering,1,0.05
Serverless,1,0.05
Serverless Framework,1,0.05
ServiceNow application development,1,0.05
compilation,1,0.05
ServiceNow design principles,1,0.05
Servlet,1,0.05
Servlet/JSP,1,0.05
Settlement,1,0.05
communication protocols,1,0.05
SharePoint Designer Workflows,1,0.05
SharePoint Online,1,0.05
coding,1,0.05
code reviews,1,0.05
code review,1,0.05
Shipping Chartering,1,0.05
code architecture,1,0.05
Shopify Liquid,1,0.05
Short-circuit analysis,1,0.05
Sidekiq,1,0.05
Siemens Desigo CC,1,0.05
Signal R,1,0.05
Signal processing,1,0.05
SignalR,1,0.05
Silicon DV,1,0.05
co-simulations,1,0.05
ServiceNow Vulnerability Response,1,0.05
computational analysis,1,0.05
compute,1,0.05
Service catalog,1,0.05
Serverless analytics,1,0.05
Serverless architecture,1,0.05
construction management,1,0.05
construction documentation,1,0.05
Serverless security,1,0.05
Service Discovery,1,0.05
Service Level Indicators (SLI),1,0.05
Service Level Objectives (SLO),1,0.05
Service Side Programming,1,0.05
Service architecture,1,0.05
Service discovery,1,0.05
ServiceNow Platform,1,0.05
Service execution,1,0.05
Service mesh (Istio),1,0.05
Service scalability,1,0.05
Service-oriented architecture,1,0.05
construction design interpretation,1,0.05
construction design documents,1,0.05
"ServiceNow (PSDS, CSM, App Engine)",1,0.05
ServiceNow APIs,1,0.05
ServiceNow Automated Test Framework,1,0.05
concurrency models,1,0.05
data center construction,1,0.05
Security benchmarks,1,0.05
Streaming platform development,1,0.05
Sales management,1,0.05
design,1,0.05
deployment management,1,0.05
Salesforce (SFDC),1,0.05
"Salesforce (Sales, Service, Experience Clouds)",1,0.05
Salesforce CRM integration,1,0.05
dependency scanning,1,0.05
defect tracking,1,0.05
deep learning,1,0.05
Salesforce D360,1,0.05
Salesforce Government Cloud,1,0.05
deal registration,1,0.05
Salesforce administration,1,0.05
Salt,1,0.05
Salt stack,1,0.05
dataset curation,1,0.05
databases,1,0.05
Sandboxing,1,0.05
Sass,1,0.05
Satellite engineering,1,0.05
database schema,1,0.05
Satellite network systems,1,0.05
Satellite systems,1,0.05
database design,1,0.05
design patterns,1,0.05
Sales Enablement,1,0.05
data center maintenance,1,0.05
SageMaker,1,0.05
STIG Guidelines,1,0.05
STK,1,0.05
dumpsys,1,0.05
STLC,1,0.05
drives,1,0.05
SVA,1,0.05
documentation,1,0.05
SYSLOG,1,0.05
document management,1,0.05
distributed infrastructure,1,0.05
SaaS platform management,1,0.05
SaaS platforms,1,0.05
SaaS product development,1,0.05
SaaS systems,1,0.05
SaaS tenant lifecycle,1,0.05
dimensional modelling,1,0.05
SaaS/on-premises IDPs,1,0.05
digital engineering,1,0.05
development testing,1,0.05
Safety Instrumented Systems (SIS),1,0.05
development,1,0.05
Safety and environmental compliance,1,0.05
design validation,1,0.05
data warehousing,1,0.05
Scalability,1,0.05
Scaling,1,0.05
Scan,1,0.05
Section 508 compliance,1,0.05
Secure SDLC,1,0.05
Secure Software Development Life Cycle,1,0.05
Secure deployment,1,0.05
Secure software development lifecycle (SSDLC),1,0.05
Secure software engineering,1,0.05
Secure-by-Design,1,0.05
SecureGPT,1,0.05
data communication protocols,1,0.05
"Security (XSS, CSRF, CSP)",1,0.05
Security Architecture,1,0.05
Security Assessments,1,0.05
Security Classification Guide,1,0.05
Security Classification Guide (SCG),1,0.05
Security Controls,1,0.05
data collection,1,0.05
Security Hardening,1,0.05
Security Hub,1,0.05
Security Information and Event Management (SIEM),1,0.05
Security Test and Evaluation (ST&E),1,0.05
data centre management,1,0.05
Security auditing,1,0.05
Security audits,1,0.05
data exploration,1,0.05
Secrets detection,1,0.05
Secrets Manager,1,0.05
Script includes,1,0.05
Unity3D,1,0.05
Schema Registry,1,0.05
data warehouse development,1,0.05
Schneider Electric,1,0.05
data warehouse construction,1,0.05
Scientific Computing,1,0.05
data warehouse architecture,1,0.05
Scientific machine learning,1,0.05
data validation,1,0.05
ScoutQA,1,0.05
data storage,1,0.05
Secret as a Service,1,0.05
"Scripting (Perl, tcl, Python, Shell)",1,0.05
Scripting automation,1,0.05
data product development,1,0.05
data modelling,1,0.05
ScyllaDB,1,0.05
Seaborn,1,0.05
Search and personalization,1,0.05
data feeds,1,0.05
Seasar2,1,0.05
SecDB,1,0.05
cloud/on-prem/hybrid environments,1,0.05
SimSpace,1,0.05
cloud-native technologies,1,0.05
application frameworks,1,0.05
application development,1,0.05
application design,1,0.05
Speech algorithm,1,0.05
anomaly detection,1,0.05
analytics tooling,1,0.05
Speech algorithms,1,0.05
Speech codecs,1,0.05
Spine,1,0.05
analytical troubleshooting,1,0.05
analytic development,1,0.05
Spock,1,0.05
alerting,1,0.05
agile methodologies,1,0.05
agentic systems,1,0.05
agentic frameworks,1,0.05
agentic AI frameworks,1,0.05
advertising optimization,1,0.05
Spring Boot 2/3,1,0.05
advanced analytics,1,0.05
acquisition lifecycle management,1,0.05
Spring Cloud Config,1,0.05
Spring Data,1,0.05
Spring Data JPA/Hibernate,1,0.05
SpectraQEST,1,0.05
Species identification,1,0.05
Simulation,1,0.05
Spatial data structures,1,0.05
audiovisual,1,0.05
Solution selling,1,0.05
Solutions Architecture,1,0.05
Sonar,1,0.05
Sonar systems,1,0.05
asset strategy,1,0.05
asset pipeline,1,0.05
artificial intelligence,1,0.05
Sonarqube,1,0.05
Source code analysis,1,0.05
Source code security review,1,0.05
Source control,1,0.05
Source-to-Target Mapping (STM),1,0.05
architecture design,1,0.05
applied cryptography,1,0.05
application metrics,1,0.05
Space Systems,1,0.05
SpaceWire,1,0.05
Spacecraft mechanism design,1,0.05
application lifecycle management,1,0.05
Spark SQL,1,0.05
Spark-streaming,1,0.05
SparxEA,1,0.05
accessibility testing,1,0.05
access management,1,0.05
Spring Microservice,1,0.05
Spring REST,1,0.05
Zabbix,1,0.05
Statistical methods,1,0.05
Yii Framework,1,0.05
Yield improvement,1,0.05
Statistical modelling,1,0.05
Statistical process control,1,0.05
Statistical programming,1,0.05
Yield enhancement,1,0.05
Yield analysis,1,0.05
Yield Management System (YMS),1,0.05
Storage management,1,0.05
Yarn,1,0.05
Strapi,1,0.05
XtremePush,1,0.05
Strategic planning,1,0.05
Strategic project management,1,0.05
Strategy Management,1,0.05
Strawberry,1,0.05
Stream Processing,1,0.05
Streaming APIs,1,0.05
Xray,1,0.05
Streaming architecture,1,0.05
Streaming computing,1,0.05
Zapier,1,0.05
Statistical Process Control (SPC),1,0.05
Statistical Modelling,1,0.05
Stablecoins,1,0.05
access control systems,1,0.05
Spring ecosystem,1,0.05
Zero-trust framework,1,0.05
Zero Trust systems,1,0.05
Zeppelin,1,0.05
Spyglass,1,0.05
Stability,1,0.05
Stable Diffusion,1,0.05
Stablecoin ecosystem,1,0.05
Zephyr,1,0.05
Star Schema,1,0.05
Statistic models,1,0.05
StarRocks,1,0.05
Zend Framework,1,0.05
Starrocks,1,0.05
State Management,1,0.05
State management,1,0.05
"State management (Redux, Zustand, Context API)",1,0.05
State-management (Redux/Flux),1,0.05
Static Transfer Switch,1,0.05
Static timing analysis (STA),1,0.05
ZenHub,1,0.05
auditing,1,0.05
automated deployments,1,0.05
automated security validation,1,0.05
browser-based debugging,1,0.05
SoC,1,0.05
cloud integration,1,0.05
SoC (System on Chip),1,0.05
SoC architecture,1,0.05
cloud environments,1,0.05
cloud environment monitoring,1,0.05
cloud development,1,0.05
cloud data integration,1,0.05
cloud computing,1,0.05
Social media management,1,0.05
Social science methodologies,1,0.05
cloud backend APIs,1,0.05
Socket,1,0.05
Socket APIs,1,0.05
Software Architecture,1,0.05
classical machine learning,1,0.05
channel partner management,1,0.05
Software Design Patterns,1,0.05
change controls,1,0.05
card issuing,1,0.05
capital project management,1,0.05
business case development,1,0.05
Software Development Life Cycle (SDLC),1,0.05
Snowflake methodology,1,0.05
cloud migration,1,0.05
Smart manufacturing,1,0.05
Six Sigma,1,0.05
Simulation software,1,0.05
cloud-native systems,1,0.05
Simulation testing,1,0.05
cloud-based software,1,0.05
Simulink,1,0.05
Site Reliability Engineering,1,0.05
cloud transformation,1,0.05
Site planning,1,0.05
Site plans,1,0.05
Site reliability engineering,1,0.05
Sizing,1,0.05
cloud native architecture,1,0.05
cloud technology,1,0.05
Slack,1,0.05
cloud technologies,1,0.05
Slack API,1,0.05
cloud systems,1,0.05
Slang,1,0.05
Slate,1,0.05
Slurm,1,0.05
cloud revenue management,1,0.05
cloud platforms,1,0.05
building management systems,1,0.05
Software Firewalls,1,0.05
automated testing,1,0.05
Software QA,1,0.05
Software development lifecycle (SDLC),1,0.05
automation engineering,1,0.05
Software engineering best practices,1,0.05
Software installation,1,0.05
Software modification,1,0.05
Software operations,1,0.05
Software partnerships,1,0.05
automation and controls,1,0.05
Software patching,1,0.05
Software performance analysis,1,0.05
Software platforms,1,0.05
Software quality assurance,1,0.05
Software scanning,1,0.05
Software security mechanisms,1,0.05
Software system design,1,0.05
Software system testing,1,0.05
automated unit testing,1,0.05
Software validation,1,0.05
Software-Defined Access (SDA),1,0.05
Solana,1,0.05
Solaris,1,0.05
SolidWorks,1,0.05
Solidworks,1,0.05
automation manufacturing equipment,1,0.05
automation scripting,1,0.05
automation systems,1,0.05
backend systems,1,0.05
blockchain analytics,1,0.05
blockchain,1,0.05
Software Requirements,1,0.05
biometrics,1,0.05
big data systems,1,0.05
big data streaming,1,0.05
bank reconciliations,1,0.05
backup,1,0.05
Software Security,1,0.05
Software Testing Life Cycle,1,0.05
Software and hardware integration,1,0.05
automation testing,1,0.05
Software application development,1,0.05
Software attestation,1,0.05
backend services,1,0.05
Software change management,1,0.05
backend mobile solutions,1,0.05
Software configuration,1,0.05
Software configuration management,1,0.05
back-end development,1,0.05
Software deployment,1,0.05
autonomous driving technology,1,0.05
Technical service delivery,1,0.05
Mathematical modelling,1,0.05
PCI DSS,1,0.05
Compliance (IM8),1,0.05
Computational mechanics,1,0.05
Computational Fluid Dynamics,1,0.05
Composition API,1,0.05
Compose,1,0.05
Component Library Management,1,0.05
"Compliance standards (PII, PCI, HIPAA, CPRA)",1,0.05
Compliance,1,0.05
Cloud-based technologies,1,0.05
Complexity analysis,1,0.05
Compilers,1,0.05
Compiler optimization,1,0.05
Compiler engineering,1,0.05
Compiler development,1,0.05
Competitive research,1,0.05
Computational statistics,1,0.05
Compute,1,0.05
Compute Engine,1,0.05
Computer Network Operations,1,0.05
Computer Science,1,0.05
Computer skills,1,0.05
Concurrency/Multithreading,1,0.05
Conditional access policies,1,0.05
Config,1,0.05
Configuration Management,1,0.05
Configuration Management (CM),1,0.05
Configuration review,1,0.05
Confluent Cloud,1,0.05
Construction Management,1,0.05
Construction cost estimation,1,0.05
Construction design document interpretation,1,0.05
Construction documentation,1,0.05
CompTIA Network+,1,0.05
Communication systems,1,0.05
Commissioning,1,0.05
CoPilot,1,0.05
Cloud-native application development,1,0.05
Cloud-native architecture,1,0.05
Cloud-native infrastructure,1,0.05
Cloud-native observability,1,0.05
Cloud-native platforms,1,0.05
Cloud-native technologies,1,0.05
Cloud-scale engineering,1,0.05
CloudInit,1,0.05
CloudKit,1,0.05
Cloudflare API,1,0.05
Cluster computing,1,0.05
Cluster deployment,1,0.05
Cluster integrity,1,0.05
Co-simulations,1,0.05
Cocos,1,0.05
Commercial Operations,1,0.05
Cocos Creator,1,0.05
Code Review,1,0.05
Code analysis,1,0.05
Code intelligence,1,0.05
Code troubleshooting,1,0.05
Code validation,1,0.05
Code-splitting,1,0.05
CodePush,1,0.05
CodeQL,1,0.05
Coding practices,1,0.05
Cohere,1,0.05
"Collaboration tools (Teams, SharePoint)",1,0.05
Command Line Interface (CLI),1,0.05
Command and Control Systems,1,0.05
Construction management,1,0.05
Consulting sales,1,0.05
Contact Center Systems,1,0.05
Creative tech platforms,1,0.05
Copilot,1,0.05
Copper termination,1,0.05
Core Animation,1,0.05
Core Banking,1,0.05
Core Connectors,1,0.05
CoreData,1,0.05
Corebanking systems,1,0.05
Corporate sales,1,0.05
Corrective maintenance,1,0.05
Cost benchmarking,1,0.05
Cost optimization,1,0.05
Cost projections,1,0.05
Coupler design,1,0.05
Coverity,1,0.05
Credit Analytics,1,0.05
Cooling towers,1,0.05
Credit Scoring,1,0.05
Credit management,1,0.05
Credit risk analysis,1,0.05
Creo software,1,0.05
CrewAI,1,0.05
Cross-chain bridges,1,0.05
Cross-platform design,1,0.05
CrowdStrike,1,0.05
Crypto exchanges,1,0.05
Crypto solutions,1,0.05
Cryptographic Key Management,1,0.05
Cryptographic operations,1,0.05
"Cryptographic systems (AES, RSA, ECDSA, ECDH)",1,0.05
Cucumber-JVM,1,0.05
Coordination studies,1,0.05
Cooling systems,1,0.05
Contact Center technology,1,0.05
Contract administration,1,0.05
Contact center technology,1,0.05
Container Security,1,0.05
Container orchestration,1,0.05
Container-based architecture,1,0.05
Container-based deployments,1,0.05
Container-based workflows,1,0.05
Container-native architectures,1,0.05
Content delivery systems,1,0.05
Content management systems,1,0.05
Content modeling,1,0.05
Content moderation,1,0.05
Context engineering,1,0.05
Continuous Delivery,1,0.05
Continuous Deployment,1,0.05
Contract management,1,0.05
Conveyor networks,1,0.05
Contractor management,1,0.05
Control Expert,1,0.05
Control M,1,0.05
Control Tower,1,0.05
Control algorithm development,1,0.05
Control algorithms,1,0.05
Control panel layout,1,0.05
Control strategies,1,0.05
Control systems design,1,0.05
Control-M,1,0.05
Controls Programming,1,0.05
Controls programming,1,0.05
Conversational analytics,1,0.05
Conversion API,1,0.05
Cloud-native RESTful web services,1,0.05
Cloud-based solutions,1,0.05
CFEngine,1,0.05
Cache Server Pages,1,0.05
Camera surveillance,1,0.05
Camera SDKs,1,0.05
Cameo,1,0.05
Callbot,1,0.05
Calculation,1,0.05
Cadence,1,0.05
Cabling,1,0.05
Cloud-based management,1,0.05
CXL,1,0.05
CVE scanning,1,0.05
CVAT,1,0.05
CUDA C/C++,1,0.05
CTO,1,0.05
CSV documentation,1,0.05
Cameras,1,0.05
Canary deployments,1,0.05
Capacity analysis,1,0.05
Capacity management,1,0.05
Capistrano,1,0.05
Capital project management,1,0.05
CarPlay,1,0.05
Cash flow management,1,0.05
CentOS,1,0.05
Centrify,1,0.05
Ceph RDMA,1,0.05
Certificate management,1,0.05
Chai,1,0.05
Channel sales management,1,0.05
Chaos engineering,1,0.05
Chaos testing,1,0.05
Chart.js,1,0.05
CST Studio Suite,1,0.05
CST,1,0.05
CSS frameworks,1,0.05
CMMI,1,0.05
"CI/CD (GitLab CI, Bamboo, Jenkins)",1,0.05
CI/CD Pipeline,1,0.05
CI/CD Pipeline Management,1,0.05
CI/CD Pipeline Security,1,0.05
CI/CD artifacts,1,0.05
CI/CD pipeline configuration,1,0.05
CI/CD pipeline development,1,0.05
"CI/CD pipelines (GitHub Actions, Azure DevOps)",1,0.05
CI/CD security,1,0.05
CIAM,1,0.05
CICS,1,0.05
CIS Benchmarks,1,0.05
CISL,1,0.05
CLANG,1,0.05
CMake,1,0.05
CSS flexbox,1,0.05
COCOA,1,0.05
COMSEC,1,0.05
COTS tools,1,0.05
COTS/GOTS integration,1,0.05
CPU architecture,1,0.05
CRM strategy,1,0.05
CRM systems,1,0.05
CRO,1,0.05
CRX,1,0.05
CS compliance,1,0.05
CSIRT,1,0.05
CSM/PSDS,1,0.05
CSOM,1,0.05
CSPM,1,0.05
Chatbot,1,0.05
Checkov,1,0.05
Chemical support,1,0.05
Cloud platforms (AWS/Azure/GCP),1,0.05
Cloud environment,1,0.05
Cloud environment (AWS/Azure/GCP),1,0.05
Cloud governance,1,0.05
"Cloud infrastructure (IaaS, PaaS, SaaS)",1,0.05
Cloud integration,1,0.05
Cloud landing zone,1,0.05
Cloud native architecture,1,0.05
Cloud native security,1,0.05
Cloud network infrastructure,1,0.05
Cloud platform architecture,1,0.05
Cloud platform automation,1,0.05
Cloud platforming,1,0.05
"Cloud platforms (AWS, Azure, GCP)",1,0.05
"Cloud platforms (AWS, GCP)",1,0.05
"Cloud security (AWS, Azure, GCP)",1,0.05
Cloud data platforms,1,0.05
Cloud server hardware,1,0.05
Cloud server platforms,1,0.05
Cloud services,1,0.05
"Cloud services (AWS, Azure, DigitalOcean)",1,0.05
Cloud solutions,1,0.05
Cloud storage,1,0.05
Cloud testing,1,0.05
Cloud-Native,1,0.05
